,tweet,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
287,bungo menyandingkan atheis dengan lgbt adalah hal yg aneh hehehe,"['bungo', 'menyandingkan', 'atheis', 'dengan', 'lgbt', 'adalah', 'hal', 'yg', 'aneh', 'hehehe']","['bungo', 'menyandingkan', 'atheis', 'lgbt', 'aneh', 'hehehe']","['bungo', 'sanding', 'atheis', 'lgbt', 'aneh', 'hehehe']"
288,saya tak mencaci maki anda kita hanya berdiskusi kita memang berbeda dalam sudut pandang itu disk,"['saya', 'tak', 'mencaci', 'maki', 'anda', 'kita', 'hanya', 'berdiskusi', 'kita', 'memang', 'berbeda', 'dalam', 'sudut', 'pandang', 'itu', 'disk']","['mencaci', 'maki', 'berdiskusi', 'berbeda', 'sudut', 'pandang', 'disk']","['caci', 'maki', 'diskus', 'beda', 'sudut', 'pandang', 'disk']"
289,rt pejaten kaum bong spesies lgbt ada yang datang kumpul di kuningan tidak hari iniada aming tokoh lgbt yg akan bicara masalah hak,"['rt', 'pejaten', 'kaum', 'bong', 'spesies', 'lgbt', 'ada', 'yang', 'datang', 'kumpul', 'di', 'kuningan', 'tidak', 'hari', 'iniada', 'aming', 'tokoh', 'lgbt', 'yg', 'akan', 'bicara', 'masalah', 'hak']","['pejaten', 'kaum', 'bong', 'spesies', 'lgbt', 'kumpul', 'kuningan', 'iniada', 'aming', 'tokoh', 'lgbt', 'bicara', 'hak']","['pejaten', 'kaum', 'bong', 'spesies', 'lgbt', 'kumpul', 'kuningan', 'iniada', 'aming', 'tokoh', 'lgbt', 'bicara', 'hak']"
290,ak dia mah nu cabang lgbtia gak sih,"['ak', 'dia', 'mah', 'nu', 'cabang', 'lgbtia', 'gak', 'sih']","['ak', 'nu', 'cabang', 'lgbtia']","['ak', 'nu', 'cabang', 'lgbtia']"
291,kalo kata pihakpihak yang pro terhadap kelompok tersebut sih lgbt itu termasuk hak dan kebebasan seseorang tapi,"['kalo', 'kata', 'pihakpihak', 'yang', 'pro', 'terhadap', 'kelompok', 'tersebut', 'sih', 'lgbt', 'itu', 'termasuk', 'hak', 'dan', 'kebebasan', 'seseorang', 'tapi']","['pihakpihak', 'pro', 'kelompok', 'lgbt', 'hak', 'kebebasan']","['pihakpihak', 'pro', 'kelompok', 'lgbt', 'hak', 'bebas']"
292,jika kita lihat dari segi hukumnya ternyata belum ada aturan khusus yang mengatur lgbt di indonesia kalo kata pak,"['jika', 'kita', 'lihat', 'dari', 'segi', 'hukumnya', 'ternyata', 'belum', 'ada', 'aturan', 'khusus', 'yang', 'mengatur', 'lgbt', 'di', 'indonesia', 'kalo', 'kata', 'pak']","['lihat', 'segi', 'hukumnya', 'aturan', 'khusus', 'mengatur', 'lgbt', 'indonesia']","['lihat', 'segi', 'hukum', 'atur', 'khusus', 'atur', 'lgbt', 'indonesia']"
293,rt bot lgbt adalah penyakit menular,"['rt', 'bot', 'lgbt', 'adalah', 'penyakit', 'menular']","['bot', 'lgbt', 'penyakit', 'menular']","['bot', 'lgbt', 'sakit', 'tular']"
294,rt respons mahfud komisi iii dpr pastikan lgbtzina masuk draf rkuhp,"['rt', 'respons', 'mahfud', 'komisi', 'iii', 'dpr', 'pastikan', 'lgbtzina', 'masuk', 'draf', 'rkuhp']","['respons', 'mahfud', 'komisi', 'iii', 'dpr', 'pastikan', 'lgbtzina', 'masuk', 'draf', 'rkuhp']","['respons', 'mahfud', 'komisi', 'iii', 'dpr', 'pasti', 'lgbtzina', 'masuk', 'draf', 'rkuhp']"
295,apani lgbt apani,"['apani', 'lgbt', 'apani']","['apani', 'lgbt', 'apani']","['apani', 'lgbt', 'apani']"
296,rt lahh udah jelas lgbt menyimpang dari ideologi indonesia sila pertama aja jelas,"['rt', 'lahh', 'udah', 'jelas', 'lgbt', 'menyimpang', 'dari', 'ideologi', 'indonesia', 'sila', 'pertama', 'aja', 'jelas']","['lahh', 'udah', 'lgbt', 'menyimpang', 'ideologi', 'indonesia', 'sila']","['lahh', 'udah', 'lgbt', 'simpang', 'ideologi', 'indonesia', 'sila']"
297,dirs itu memang pelintiran tp sikap and yg seakan akan membela lgbt memancing orang yg gerah utk berbuat demik,"['dirs', 'itu', 'memang', 'pelintiran', 'tp', 'sikap', 'and', 'yg', 'seakan', 'akan', 'membela', 'lgbt', 'memancing', 'orang', 'yg', 'gerah', 'utk', 'berbuat', 'demik']","['dirs', 'pelintiran', 'tp', 'sikap', 'and', 'seakan', 'membela', 'lgbt', 'memancing', 'orang', 'gerah', 'berbuat', 'demik']","['dirs', 'pelintir', 'tp', 'sikap', 'and', 'akan', 'bela', 'lgbt', 'pancing', 'orang', 'gerah', 'buat', 'demik']"
298,nkri dikuasai pengkhianat pelanggar pancasila dan uud mereka berusaha menyusupkan liberal ke nkri,"['nkri', 'dikuasai', 'pengkhianat', 'pelanggar', 'pancasila', 'dan', 'uud', 'mereka', 'berusaha', 'menyusupkan', 'liberal', 'ke', 'nkri']","['nkri', 'dikuasai', 'pengkhianat', 'pelanggar', 'pancasila', 'uud', 'berusaha', 'menyusupkan', 'liberal', 'nkri']","['nkri', 'asai', 'khianat', 'langgar', 'pancasila', 'uud', 'usaha', 'susup', 'liberal', 'nkri']"
299,eh lgbt tuh ngaruh bgt ntar kalau lgbt makin banyak populasi manusia dibumi bisa punah ya bagus lah kan loe orang,"['eh', 'lgbt', 'tuh', 'ngaruh', 'bgt', 'ntar', 'kalau', 'lgbt', 'makin', 'banyak', 'populasi', 'manusia', 'dibumi', 'bisa', 'punah', 'ya', 'bagus', 'lah', 'kan', 'loe', 'orang']","['eh', 'lgbt', 'ngaruh', 'ntar', 'lgbt', 'populasi', 'manusia', 'dibumi', 'punah', 'bagus', 'loe', 'orang']","['eh', 'lgbt', 'ngaruh', 'ntar', 'lgbt', 'populasi', 'manusia', 'bumi', 'punah', 'bagus', 'loe', 'orang']"
300,rt pejaten ketua ri mematikan mic saat rapat pembahasan soal lgbtbukan karena apa apa itu namun karena sial nya lagi suami ke,"['rt', 'pejaten', 'ketua', 'ri', 'mematikan', 'mic', 'saat', 'rapat', 'pembahasan', 'soal', 'lgbtbukan', 'karena', 'apa', 'apa', 'itu', 'namun', 'karena', 'sial', 'nya', 'lagi', 'suami', 'ke']","['pejaten', 'ketua', 'ri', 'mematikan', 'mic', 'rapat', 'pembahasan', 'lgbtbukan', 'sial', 'suami']","['pejaten', 'ketua', 'ri', 'mati', 'mic', 'rapat', 'bahas', 'lgbtbukan', 'sial', 'suami']"
301,rt nneve untung masih ada mui dan muhamadiyah yg begitu keras mnentang pengesahan lgbt di indonesia,"['rt', 'nneve', 'untung', 'masih', 'ada', 'mui', 'dan', 'muhamadiyah', 'yg', 'begitu', 'keras', 'mnentang', 'pengesahan', 'lgbt', 'di', 'indonesia']","['nneve', 'untung', 'mui', 'muhamadiyah', 'keras', 'mnentang', 'pengesahan', 'lgbt', 'indonesia']","['nneve', 'untung', 'mui', 'muhamadiyah', 'keras', 'mnentang', 'kesah', 'lgbt', 'indonesia']"
302,rt kata siapa lgbt takdir sam brodie tak ada kata terlambat di usia tahun samuel david alexander brodie atau sam,"['rt', 'kata', 'siapa', 'lgbt', 'takdir', 'sam', 'brodie', 'tak', 'ada', 'kata', 'terlambat', 'di', 'usia', 'tahun', 'samuel', 'david', 'alexander', 'brodie', 'atau', 'sam']","['lgbt', 'takdir', 'sam', 'brodie', 'terlambat', 'usia', 'samuel', 'david', 'alexander', 'brodie', 'sam']","['lgbt', 'takdir', 'sam', 'brodie', 'lambat', 'usia', 'samuel', 'david', 'alexander', 'brodie', 'sam']"
303,lgbt lesbian gay biseksual dan transgender yang identik dengan bendera pelangi ini adalah suatu perilaku menyi,"['lgbt', 'lesbian', 'gay', 'biseksual', 'dan', 'transgender', 'yang', 'identik', 'dengan', 'bendera', 'pelangi', 'ini', 'adalah', 'suatu', 'perilaku', 'menyi']","['lgbt', 'lesbian', 'gay', 'biseksual', 'transgender', 'identik', 'bendera', 'pelangi', 'perilaku', 'menyi']","['lgbt', 'lesbian', 'gay', 'biseksual', 'transgender', 'identik', 'bendera', 'pelangi', 'perilaku', 'nyi']"
304,terkait dengan isu di atas saya akan membahas dulu lgbt itu apa sih bagaimana yah perspektif hukum nasional maupun,"['terkait', 'dengan', 'isu', 'di', 'atas', 'saya', 'akan', 'membahas', 'dulu', 'lgbt', 'itu', 'apa', 'sih', 'bagaimana', 'yah', 'perspektif', 'hukum', 'nasional', 'maupun']","['terkait', 'isu', 'membahas', 'lgbt', 'perspektif', 'hukum', 'nasional']","['kait', 'isu', 'bahas', 'lgbt', 'perspektif', 'hukum', 'nasional']"
305,rt inilah kacaunya portal online yang tak belajar dengan baik menulis berita cuitan nadir dibenturkan dengan pernyataan hrs ce,"['rt', 'inilah', 'kacaunya', 'portal', 'online', 'yang', 'tak', 'belajar', 'dengan', 'baik', 'menulis', 'berita', 'cuitan', 'nadir', 'dibenturkan', 'dengan', 'pernyataan', 'hrs', 'ce']","['kacaunya', 'portal', 'online', 'belajar', 'menulis', 'berita', 'cuitan', 'nadir', 'dibenturkan', 'pernyataan', 'hrs', 'ce']","['kacau', 'portal', 'online', 'ajar', 'tulis', 'berita', 'cuit', 'nadir', 'bentur', 'nyata', 'hrs', 'ce']"
306,rt gerakan lgbt di indonesia adalah proyek dunia yang dikelola oleh satu badan khusus internasional,"['rt', 'gerakan', 'lgbt', 'di', 'indonesia', 'adalah', 'proyek', 'dunia', 'yang', 'dikelola', 'oleh', 'satu', 'badan', 'khusus', 'internasional']","['gerakan', 'lgbt', 'indonesia', 'proyek', 'dunia', 'dikelola', 'badan', 'khusus', 'internasional']","['gera', 'lgbt', 'indonesia', 'proyek', 'dunia', 'kelola', 'badan', 'khusus', 'internasional']"
307,covid dituduh dalang beliau skrang cacar monyet apa jg dibilang dalang nya beliau jgsuruh tuh wh,"['covid', 'dituduh', 'dalang', 'beliau', 'skrang', 'cacar', 'monyet', 'apa', 'jg', 'dibilang', 'dalang', 'nya', 'beliau', 'jgsuruh', 'tuh', 'wh']","['covid', 'dituduh', 'dalang', 'beliau', 'skrang', 'cacar', 'monyet', 'jg', 'dibilang', 'dalang', 'beliau', 'jgsuruh', 'wh']","['covid', 'tuduh', 'dalang', 'beliau', 'skrang', 'cacar', 'monyet', 'jg', 'bilang', 'dalang', 'beliau', 'jgsuruh', 'wh']"
308,ooo manusia yg lagi getol nya membela kaum sodom itulgbt itu sampah peradaban asal klen tau,"['ooo', 'manusia', 'yg', 'lagi', 'getol', 'nya', 'membela', 'kaum', 'sodom', 'itulgbt', 'itu', 'sampah', 'peradaban', 'asal', 'klen', 'tau']","['ooo', 'manusia', 'getol', 'membela', 'kaum', 'sodom', 'itulgbt', 'sampah', 'peradaban', 'klen']","['ooo', 'manusia', 'getol', 'bela', 'kaum', 'sodom', 'itulgbt', 'sampah', 'adab', 'klen']"
309,rt id budayawan muhammadiyah umat islam wajib lawanlgbt,"['rt', 'id', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawanlgbt']","['id', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawanlgbt']","['id', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawanlgbt']"
310,rt lgbt itu penyakit bukan gender elu main yih ke rscm atau rs dharmais gimana yang sudah kena aids hiv,"['rt', 'lgbt', 'itu', 'penyakit', 'bukan', 'gender', 'elu', 'main', 'yih', 'ke', 'rscm', 'atau', 'rs', 'dharmais', 'gimana', 'yang', 'sudah', 'kena', 'aids', 'hiv']","['lgbt', 'penyakit', 'gender', 'elu', 'main', 'yih', 'rscm', 'rs', 'dharmais', 'gimana', 'kena', 'aids', 'hiv']","['lgbt', 'sakit', 'gender', 'elu', 'main', 'yih', 'rscm', 'rs', 'dharmais', 'gimana', 'kena', 'aids', 'hiv']"
311,mungkin di tim mereka ada lgbt makanya sempetin nunjukin dukungan,"['mungkin', 'di', 'tim', 'mereka', 'ada', 'lgbt', 'makanya', 'sempetin', 'nunjukin', 'dukungan']","['tim', 'lgbt', 'sempetin', 'nunjukin', 'dukungan']","['tim', 'lgbt', 'sempetin', 'nunjukin', 'dukung']"
312,rt ngotot bener bela lgbt elu pikir elu bisa nongol ke dunia ini dr ortu yg lgbt ya,"['rt', 'ngotot', 'bener', 'bela', 'lgbt', 'elu', 'pikir', 'elu', 'bisa', 'nongol', 'ke', 'dunia', 'ini', 'dr', 'ortu', 'yg', 'lgbt', 'ya']","['ngotot', 'bener', 'bela', 'lgbt', 'elu', 'pikir', 'elu', 'nongol', 'dunia', 'dr', 'ortu', 'lgbt']","['ngotot', 'bener', 'bela', 'lgbt', 'elu', 'pikir', 'elu', 'nongol', 'dunia', 'dr', 'ortu', 'lgbt']"
313,rt sin is  sin tidak ada dosa lgbt itu lebih besar karena tidak ada dosa besar dan dosa kecil,"['rt', 'sin', 'is', 'sin', 'tidak', 'ada', 'dosa', 'lgbt', 'itu', 'lebih', 'besar', 'karena', 'tidak', 'ada', 'dosa', 'besar', 'dan', 'dosa', 'kecil']","['sin', 'is', 'sin', 'dosa', 'lgbt', 'dosa', 'dosa']","['sin', 'is', 'sin', 'dosa', 'lgbt', 'dosa', 'dosa']"
314,lagu lu sok sok an mendukung lgbtallah swt saja melaknat para pelaku lgbtini kok sok sok an mendukung perbuatan hina,"['lagu', 'lu', 'sok', 'sok', 'an', 'mendukung', 'lgbtallah', 'swt', 'saja', 'melaknat', 'para', 'pelaku', 'lgbtini', 'kok', 'sok', 'sok', 'an', 'mendukung', 'perbuatan', 'hina']","['lagu', 'lu', 'sok', 'sok', 'an', 'mendukung', 'lgbtallah', 'swt', 'melaknat', 'pelaku', 'lgbtini', 'sok', 'sok', 'an', 'mendukung', 'perbuatan', 'hina']","['lagu', 'lu', 'sok', 'sok', 'an', 'dukung', 'lgbtallah', 'swt', 'laknat', 'laku', 'lgbtini', 'sok', 'sok', 'an', 'dukung', 'buat', 'hina']"
315,makanya belajar agama yg benar biar mengerti bagaimana ajaran islam yg benar jgn belajar dgn ulama,"['makanya', 'belajar', 'agama', 'yg', 'benar', 'biar', 'mengerti', 'bagaimana', 'ajaran', 'islam', 'yg', 'benar', 'jgn', 'belajar', 'dgn', 'ulama']","['belajar', 'agama', 'mengerti', 'ajaran', 'islam', 'belajar', 'ulama']","['ajar', 'agama', 'erti', 'ajar', 'islam', 'ajar', 'ulama']"
316,rt masak dpr kalah oleh tekanan lsm,"['rt', 'masak', 'dpr', 'kalah', 'oleh', 'tekanan', 'lsm']","['masak', 'dpr', 'kalah', 'tekanan', 'lsm']","['masak', 'dpr', 'kalah', 'tekan', 'lsm']"
317,rt marm nabi aja mengutuk lgbt eh lu yg cuma agus nyuruh kita menghormati lgbt pala lo bauk agus,"['rt', 'marm', 'nabi', 'aja', 'mengutuk', 'lgbt', 'eh', 'lu', 'yg', 'cuma', 'agus', 'nyuruh', 'kita', 'menghormati', 'lgbt', 'pala', 'lo', 'bauk', 'agus']","['marm', 'nabi', 'mengutuk', 'lgbt', 'eh', 'lu', 'agus', 'nyuruh', 'menghormati', 'lgbt', 'pala', 'lo', 'bauk', 'agus']","['marm', 'nabi', 'kutuk', 'lgbt', 'eh', 'lu', 'agus', 'nyuruh', 'hormat', 'lgbt', 'pala', 'lo', 'bauk', 'agus']"
318,rt dirs ini pelintirannya luar biasa yang dicuitkan csetiap manusia tetapi judul beritanya pelaku lgbt terus dibenturkan dg ce,"['rt', 'dirs', 'ini', 'pelintirannya', 'luar', 'biasa', 'yang', 'dicuitkan', 'csetiap', 'manusia', 'tetapi', 'judul', 'beritanya', 'pelaku', 'lgbt', 'terus', 'dibenturkan', 'dg', 'ce']","['dirs', 'pelintirannya', 'dicuitkan', 'csetiap', 'manusia', 'judul', 'beritanya', 'pelaku', 'lgbt', 'dibenturkan', 'ce']","['dirs', 'pelintir', 'cuit', 'csetiap', 'manusia', 'judul', 'berita', 'laku', 'lgbt', 'bentur', 'ce']"
319,lgbt,['lgbt'],['lgbt'],['lgbt']
320,rt dirs ini pelintirannya luar biasa yang dicuitkan setiap manusia tetapi judul beritanya pelaku lgbt terus dibenturkan dg ce,"['rt', 'dirs', 'ini', 'pelintirannya', 'luar', 'biasa', 'yang', 'dicuitkan', 'setiap', 'manusia', 'tetapi', 'judul', 'beritanya', 'pelaku', 'lgbt', 'terus', 'dibenturkan', 'dg', 'ce']","['dirs', 'pelintirannya', 'dicuitkan', 'manusia', 'judul', 'beritanya', 'pelaku', 'lgbt', 'dibenturkan', 'ce']","['dirs', 'pelintir', 'cuit', 'manusia', 'judul', 'berita', 'laku', 'lgbt', 'bentur', 'ce']"
321,tp udah jarang jg liat iklan rokok skrg ini aja tau dri sosmed klo esse seringnya lgbt yg beli,"['tp', 'udah', 'jarang', 'jg', 'liat', 'iklan', 'rokok', 'skrg', 'ini', 'aja', 'tau', 'dri', 'sosmed', 'klo', 'esse', 'seringnya', 'lgbt', 'yg', 'beli']","['tp', 'udah', 'jarang', 'jg', 'liat', 'iklan', 'rokok', 'skrg', 'dri', 'sosmed', 'esse', 'lgbt', 'beli']","['tp', 'udah', 'jarang', 'jg', 'liat', 'iklan', 'rokok', 'skrg', 'dri', 'sosmed', 'esse', 'lgbt', 'beli']"
322,kenapa dimatikan mbak saat anggota dewan menyinggung masalah lgbt saat rapat paripurna mbak ingin mendapatkan sue,"['kenapa', 'dimatikan', 'mbak', 'saat', 'anggota', 'dewan', 'menyinggung', 'masalah', 'lgbt', 'saat', 'rapat', 'paripurna', 'mbak', 'ingin', 'mendapatkan', 'sue']","['dimatikan', 'mbak', 'anggota', 'dewan', 'menyinggung', 'lgbt', 'rapat', 'paripurna', 'mbak', 'sue']","['mati', 'mbak', 'anggota', 'dewan', 'singgung', 'lgbt', 'rapat', 'paripurna', 'mbak', 'sue']"
323,rt gerakan lgbt di indonesia adalah proyek dunia yang dikelola oleh satu badan khususinternasional,"['rt', 'gerakan', 'lgbt', 'di', 'indonesia', 'adalah', 'proyek', 'dunia', 'yang', 'dikelola', 'oleh', 'satu', 'badan', 'khususinternasional']","['gerakan', 'lgbt', 'indonesia', 'proyek', 'dunia', 'dikelola', 'badan', 'khususinternasional']","['gera', 'lgbt', 'indonesia', 'proyek', 'dunia', 'kelola', 'badan', 'khususinternasional']"
324,rt luar biasa cukup sudah dua periode dikuasai yg ga capable memimpin negeri ini ada lg mau berkuasa tapi mengurus mic aja ga,"['rt', 'luar', 'biasa', 'cukup', 'sudah', 'dua', 'periode', 'dikuasai', 'yg', 'ga', 'capable', 'memimpin', 'negeri', 'ini', 'ada', 'lg', 'mau', 'berkuasa', 'tapi', 'mengurus', 'mic', 'aja', 'ga']","['periode', 'dikuasai', 'capable', 'memimpin', 'negeri', 'berkuasa', 'mengurus', 'mic']","['periode', 'asai', 'capable', 'pimpin', 'negeri', 'kuasa', 'urus', 'mic']"
325,rt kaum lgbt itu predator bagi yg normal mrk terus berburu agar sebyk mgkn manusia bisa bareng nyembah iblis amp msk neraka,"['rt', 'kaum', 'lgbt', 'itu', 'predator', 'bagi', 'yg', 'normal', 'mrk', 'terus', 'berburu', 'agar', 'sebyk', 'mgkn', 'manusia', 'bisa', 'bareng', 'nyembah', 'iblis', 'amp', 'msk', 'neraka']","['kaum', 'lgbt', 'predator', 'normal', 'mrk', 'berburu', 'sebyk', 'mgkn', 'manusia', 'bareng', 'nyembah', 'iblis', 'msk', 'neraka']","['kaum', 'lgbt', 'predator', 'normal', 'mrk', 'buru', 'sebyk', 'mgkn', 'manusia', 'bareng', 'nyembah', 'iblis', 'msk', 'neraka']"
326,sin is  sin tidak ada dosa lgbt itu lebih besar karena tidak ada dosa besar dan dosa kecil,"['sin', 'is', 'sin', 'tidak', 'ada', 'dosa', 'lgbt', 'itu', 'lebih', 'besar', 'karena', 'tidak', 'ada', 'dosa', 'besar', 'dan', 'dosa', 'kecil']","['sin', 'is', 'sin', 'dosa', 'lgbt', 'dosa', 'dosa']","['sin', 'is', 'sin', 'dosa', 'lgbt', 'dosa', 'dosa']"
327,kenapasihhh nih negara udah tau krisis iklim kekerasan domestik ketimpangan kelas masih gede malah fokus ke lgbt yg ga ngaruh apaapa,"['kenapasihhh', 'nih', 'negara', 'udah', 'tau', 'krisis', 'iklim', 'kekerasan', 'domestik', 'ketimpangan', 'kelas', 'masih', 'gede', 'malah', 'fokus', 'ke', 'lgbt', 'yg', 'ga', 'ngaruh', 'apaapa']","['kenapasihhh', 'negara', 'udah', 'krisis', 'iklim', 'kekerasan', 'domestik', 'ketimpangan', 'kelas', 'gede', 'fokus', 'lgbt', 'ngaruh', 'apaapa']","['kenapasihhh', 'negara', 'udah', 'krisis', 'iklim', 'keras', 'domestik', 'timpang', 'kelas', 'gede', 'fokus', 'lgbt', 'ngaruh', 'apaapa']"
328,rt tingkat intelegensi kaum lgbt jauh lebih rendah dibandingkan dengan hewan yang tidak pernah kawin sejenis,"['rt', 'tingkat', 'intelegensi', 'kaum', 'lgbt', 'jauh', 'lebih', 'rendah', 'dibandingkan', 'dengan', 'hewan', 'yang', 'tidak', 'pernah', 'kawin', 'sejenis']","['tingkat', 'intelegensi', 'kaum', 'lgbt', 'rendah', 'dibandingkan', 'hewan', 'kawin', 'sejenis']","['tingkat', 'intelegensi', 'kaum', 'lgbt', 'rendah', 'banding', 'hewan', 'kawin', 'jenis']"
329,rt pejaten lgbt lesbian gay bisexsual transgender penyakit terlaknat rasulullah shalallahu alaihi wasallam bers,"['rt', 'pejaten', 'lgbt', 'lesbian', 'gay', 'bisexsual', 'transgender', 'penyakit', 'terlaknat', 'rasulullah', 'shalallahu', 'alaihi', 'wasallam', 'bers']","['pejaten', 'lgbt', 'lesbian', 'gay', 'bisexsual', 'transgender', 'penyakit', 'terlaknat', 'rasulullah', 'shalallahu', 'alaihi', 'wasallam', 'bers']","['pejaten', 'lgbt', 'lesbian', 'gay', 'bisexsual', 'transgender', 'sakit', 'laknat', 'rasulullah', 'shalallahu', 'alaihi', 'wasallam', 'bers']"
330,rt udah tau negara antilgbt deddy ngundang pasangan gay kontroversial lu kira pindah negara kek beli kacang bukannya bikin,"['rt', 'udah', 'tau', 'negara', 'antilgbt', 'deddy', 'ngundang', 'pasangan', 'gay', 'kontroversial', 'lu', 'kira', 'pindah', 'negara', 'kek', 'beli', 'kacang', 'bukannya', 'bikin']","['udah', 'negara', 'antilgbt', 'deddy', 'ngundang', 'pasangan', 'gay', 'kontroversial', 'lu', 'pindah', 'negara', 'kek', 'beli', 'kacang']","['udah', 'negara', 'antilgbt', 'deddy', 'ngundang', 'pasang', 'gay', 'kontroversial', 'lu', 'pindah', 'negara', 'kek', 'beli', 'kacang']"
331,sea jadi menurut anda lgbt bukan sesuatu yang salah mikir dong kalo,"['sea', 'jadi', 'menurut', 'anda', 'lgbt', 'bukan', 'sesuatu', 'yang', 'salah', 'mikir', 'dong', 'kalo']","['sea', 'lgbt', 'salah', 'mikir']","['sea', 'lgbt', 'salah', 'mikir']"
332,rt bendera tauhid antum bakar sementara bendera lgbt antum kibarkan kebenaran antum salahkan kebatilan justru antum bela,"['rt', 'bendera', 'tauhid', 'antum', 'bakar', 'sementara', 'bendera', 'lgbt', 'antum', 'kibarkan', 'kebenaran', 'antum', 'salahkan', 'kebatilan', 'justru', 'antum', 'bela']","['bendera', 'tauhid', 'antum', 'bakar', 'bendera', 'lgbt', 'antum', 'kibarkan', 'kebenaran', 'antum', 'salahkan', 'kebatilan', 'antum', 'bela']","['bendera', 'tauhid', 'antum', 'bakar', 'bendera', 'lgbt', 'antum', 'kibar', 'benar', 'antum', 'salah', 'batil', 'antum', 'bela']"
333,rt untuk memenuhi tugas akhir aku ak nulis dengan judul lgbt di negeri adat di dalam ak jg bahas mengen,"['rt', 'untuk', 'memenuhi', 'tugas', 'akhir', 'aku', 'ak', 'nulis', 'dengan', 'judul', 'lgbt', 'di', 'negeri', 'adat', 'di', 'dalam', 'ak', 'jg', 'bahas', 'mengen']","['memenuhi', 'tugas', 'ak', 'nulis', 'judul', 'lgbt', 'negeri', 'adat', 'ak', 'jg', 'bahas', 'mengen']","['penuh', 'tugas', 'ak', 'nulis', 'judul', 'lgbt', 'negeri', 'adat', 'ak', 'jg', 'bahas', 'ken']"
334,rt negara larang lgbt indonesia kapan,"['rt', 'negara', 'larang', 'lgbt', 'indonesia', 'kapan']","['negara', 'larang', 'lgbt', 'indonesia']","['negara', 'larang', 'lgbt', 'indonesia']"
335,rt ternyata kedubes inggris hanya kibarkan bendera lgbt di indonesia tidak di malaysia ada apa,"['rt', 'ternyata', 'kedubes', 'inggris', 'hanya', 'kibarkan', 'bendera', 'lgbt', 'di', 'indonesia', 'tidak', 'di', 'malaysia', 'ada', 'apa']","['kedubes', 'inggris', 'kibarkan', 'bendera', 'lgbt', 'indonesia', 'malaysia']","['dubes', 'inggris', 'kibar', 'bendera', 'lgbt', 'indonesia', 'malaysia']"
336,rt  qatar haramkan lgbt di piala dunia kami tidak akan menukar agama hanya karena turnamen hari,"['rt', 'qatar', 'haramkan', 'lgbt', 'di', 'piala', 'dunia', 'kami', 'tidak', 'akan', 'menukar', 'agama', 'hanya', 'karena', 'turnamen', 'hari']","['qatar', 'haramkan', 'lgbt', 'piala', 'dunia', 'menukar', 'agama', 'turnamen']","['qatar', 'haram', 'lgbt', 'piala', 'dunia', 'tukar', 'agama', 'turnamen']"
337,rt gerakan lgbt di indonesia adalah proyek dunia yang dikelola oleh satu badan khusus internasional,"['rt', 'gerakan', 'lgbt', 'di', 'indonesia', 'adalah', 'proyek', 'dunia', 'yang', 'dikelola', 'oleh', 'satu', 'badan', 'khusus', 'internasional']","['gerakan', 'lgbt', 'indonesia', 'proyek', 'dunia', 'dikelola', 'badan', 'khusus', 'internasional']","['gera', 'lgbt', 'indonesia', 'proyek', 'dunia', 'kelola', 'badan', 'khusus', 'internasional']"
338,rt tagar lgbt tidak boleh dibiarkan tumbuh dalam masyarakatmari dukung pemerintah untuk menetapkan tegas,"['rt', 'tagar', 'lgbt', 'tidak', 'boleh', 'dibiarkan', 'tumbuh', 'dalam', 'masyarakatmari', 'dukung', 'pemerintah', 'untuk', 'menetapkan', 'tegas']","['tagar', 'lgbt', 'dibiarkan', 'tumbuh', 'masyarakatmari', 'dukung', 'pemerintah', 'menetapkan']","['tagar', 'lgbt', 'biar', 'tumbuh', 'masyarakatmari', 'dukung', 'perintah', 'tetap']"
